category_tree,service_name,stats_category
Depilazione Donna,Depilazione Braccia*,Ceretta
Depilazione Donna,Depilazione Gambe*,Ceretta
Depilazione Donna,Depilazione Gambaletto O Coscia*,Ceretta
Depilazione Donna,"Depilazione Totale*(gamba totale,inguine,ascelle,braccia)",Ceretta
Trattamenti Mani,Manicure*,Manicure
Trattamenti Mani,Manicure Con Paraffina*,Manicure
Trattamenti Mani,Applicazione smalto*,Manicure
Trattamenti Mani,Limata Più Applicazione Smalto*,Manicure
Trattamenti Piedi,Applicazione smalto*,Epilazione laser
Trattamenti Piedi,Limata Più Applicazione Smalto*,Epilazione laser
Trattamenti Mani,Semipermanente Mani*,Epilazione laser
Trattamenti Piedi,Semipermanente Piedi*,Epilazione laser
Trattamenti Corpo,Scrub Corpo*,Trattamenti Corpo
Trattamenti Piedi,Pedicure Curativo*,Epilazione laser
Trattamenti Piedi,Pedicure Con Paraffina*,Pedicure
Trattamenti Mani,Rimozione semipermanente*,Manicure
Depilazione Donna,depilazione inguine + ascelle,Ceretta
Trattamenti Mani,Semipermanente mani+piedi,Epilazione laser
Trattamenti Mani,semipermanente mani+ piedi,Epilazione laser
Depilazione Donna,depilazione labbro+ sopracciglia,Ciglia/Sopracciglia
Trattamenti Corpo,Endermologika,Trattamenti Corpo
Solarium,DOCCIA SOLARE PROMO (MARTEDI E VENERDI),Trattamenti Corpo
Laser corpo,lase viso,Trattamenti Corpo
Depilazione Uomo,Depilazione Gambe,Ceretta
Depilazione Uomo,Depilazione Ascelle,Ceretta
Depilazione Uomo,Depilazione Sopracciglia,Ciglia/Sopracciglia
Depilazione Uomo,depilazione petto,Ceretta
Depilazione Uomo,Depilazione Schiena,Epilazione laser
Depilazione Uomo,Depilazione Ascelle,Ceretta
Depilazione Uomo,Depilazione Braccia,Ceretta
Solarium,esa facciale promo,Balayage
Trattamenti Mani,Ricostruzione Acrigel,Epilazione laser
Trattamenti Mani,Copertura Acrigel,Epilazione laser
Parrucchiere,Solo Taglio,Taglio
Parrucchiere,Solo Shampoo,Shampoo
Parrucchiere,Barba,Barba
Parrucchiere,Barba con panno caldo,Barba
Parrucchiere,Stiraggio,Piega
Parrucchiere,Tinta,Balayage
Parrucchiere,Pulizia Collo,Barba
Maschile > Barba,Shampoo e Barba,Barba
Maschile > CAPELLI CORTI,Shampoo e Rasatura,Shampoo
Maschile > CAPELLI CORTI,Shampoo e Taglio,Taglio
Maschile > CAPELLI CORTI,Taglio Bimbo,Taglio
Maschile > Barba,Barba con Regolabarba,Barba
Maschile > Barba,Barba ,Barba
Maschile > Barba,Barba con trattamento,Barba
Maschile > CAPELLI CORTI,Trattamento Lozione ,Trattamento capelli
Maschile > CAPELLI CORTI,Trattamento Curativo ,Trattamento capelli
Non Prenotabili,Riflessante ,Riflessante
Femminile > Capelli Corti  > Senza Taglio,Shampoo + Piega con phon capelli corti,Piega
Femminile > Capelli Medi > Senza Taglio,Shampoo + Piega con phon capelli medi,Piega
Femminile > Capelli Lunghi > Senza Taglio,Shampoo + Piega con phon capelli lunghi,Taglio
Femminile > Capelli Corti  > Senza Taglio,"Piega Babyliss, piastra frisè o onde (non è compreso lo Shampoo)",Piega babyliss
Non Prenotabili,Taglio femminile ,Taglio
Femminile > Capelli Medi > Senza Taglio,Acconciatura Alta,Taglio
Non Prenotabili,Trattamento Ricostruzione,Trattamento capelli
Non Prenotabili,Permanente Lunghi,Permanente
Non Prenotabili, Stiraggio ,Piega
Non Prenotabili,Degradè,Degradè
Non Prenotabili,Colore ,Colore
Non Prenotabili,tonalizzante,Tonalizzante
Non Prenotabili,degradè ritocco,Degradè
Estetica,Depilazione Gambe e inguine,Ceretta
Estetica,Depilazione Inguine,Ceretta
Estetica,Depilazione Braccia,Ceretta
Estetica,Manicure,Manicure
Estetica,Pedicure,Pedicure
Estetica,Viso,Ceretta
Non Prenotabili,Trattamento Pulizia Cute,Pulizia cute
Non Prenotabili,Meches,Meches
Non Prenotabili,Balayage,Balayage
Non Prenotabili,Stiraggio,Piega
Sposa,Prove Acconciature Sposa,Piega
Non Prenotabili,Ritocco colore,Colore
Estetica,Pulizia Viso,Trattamenti viso
Estetica,Depilazione Petto,Ceretta
Estetica,Depilazione Spalle,Epilazione laser
Estetica,Depilazione ascelle,Ceretta
Femminile > Capelli Lunghi > Senza Taglio,Acconciatura Alta,Taglio
Femminile > Capelli Medi > Senza Taglio,"Piega Babyliss, Friseè , onde  (non è compreso lo Shampoo)",Piega
Femminile > Capelli Lunghi > Senza Taglio,"Piega Babyliss, Friseè , onde (non è compreso lo Shampoo)",Taglio
Non Prenotabili,stiraggio maschile,Piega
Non Prenotabili,Permanente Corti,Permanente
Maschile > CAPELLI CORTI,2 tagli bimbi,Piega
Maschile > CAPELLI CORTI,3 tagli bimbi,Piega
Non Prenotabili,fissaggio,Balayage
Non Prenotabili,meches capelli corti,Meches
Maschile > CAPELLI LUNGHI,Shampoo + Taglio capelli lunghi,Taglio
Maschile > CAPELLI CORTI,Shampoo e Rasatura,Shampoo
Maschile > CAPELLI CORTI,Riflessantee,Piega
Maschile > CAPELLI CORTI,Pettinata,Piega
Non Prenotabili,colore maschile,Colore
Non Prenotabili,Taglio maschile,Taglio
Visita tricologica ,Visita tricologica,Balayage
Depilazione,Labbro,Ceretta
Depilazione,Sopracciglia,Ciglia/Sopracciglia
Depilazione,Ceretta Viso,Ceretta
Depilazione,Ceretta Ascelle,Ceretta
Depilazione,Ceretta Braccia,Ceretta
Depilazione,Ceretta Inguine parziale ( solo laterali),Ceretta
Depilazione,Ceretta Inguine Totale,Ceretta
Depilazione,Ceretta Gamba Parziale (senza inguine),Ceretta
Depilazione,Ceretta Gambe Parziale + inguine parziale,Ceretta
Depilazione,Ceretta Gambe Parziale + Inguine Totale,Ceretta
Depilazione,Ceretta Gamba Intera (senza inguine),Epilazione laser
Depilazione,Ceretta Gamba Intera + Inguine parziale,Ceretta
Depilazione,Ceretta Gamba Intera + Inguine Totale,Epilazione laser
Depilazione,Ceretta Gamba Intera Uomo + laterali inguine,Ceretta
Depilazione,Ceretta Braccia Uomo,Ceretta
Depilazione,Ceretta Spalla Uomo,Ceretta
Depilazione,Ceretta Petto Uomo,Ceretta
Mani e Piedi,Manicure (compreso di smalto classico),Manicure
Mani e Piedi,Applicazione Smalto Classico,Manicure
Mani e Piedi,Smalto Semipermanente mani,Manicure
Mani e Piedi,Pedicure Estetico,Pedicure
Mani e Piedi,Smalto Semipermanente Piedi,Epilazione laser
Ciglia,Applicazione Ciglia Finte,Ciglia/Sopracciglia
Ciglia,Laminazione Ciglia,Ciglia/Sopracciglia
Trattamenti Viso,Pulizia Viso ,Trattamenti viso
Trattamenti Viso,Antiage Viso,Trattamenti viso
Trattamenti Viso,Vitamina C viso,Trattamenti viso
Trattamenti Viso,Idratante viso,Trattamenti viso
Trattamenti Corpo,Fango + Massaggio gambe,Trattamenti Corpo
Trattamenti Corpo,Bendaggio caldo + Massaggio Gambe,Massaggio
Trattamenti Corpo,Bendaggio Freddo + Massaggio Gambe,Massaggio
Trattamenti Corpo,Peeling  e Massaggio Corpo,Trattamenti Corpo
Massaggi,Massaggio Drenante Gambe + Pancia,Massaggio
Massaggi,Massaggio Relax  Corpo,Massaggio
Massaggi,Massaggio Neuromuscolare,Massaggio
Massaggi,Candel Massage,Massaggio
Massaggi,Massaggio Ayurvedico,Massaggio
Massaggi,Wind Sfere Message,Balayage
Massaggi,Stone Massage,Massaggio
Trucco,Trucco giorno/sera,Makeup/Trucco
Trucco,Trucco Sposa,Makeup/Trucco
Trucco,Trucco Bimbi Carnevale,Makeup/Trucco
Laser a Diodo,Gambaletto,Epilazione laser
Laser a Diodo,Coscia,Ceretta
Laser a Diodo,Gamba Completa,Epilazione laser
Laser a Diodo,Inguine Completo/Glutei,Epilazione laser
Laser a Diodo,Addome/Lombare,Epilazione laser
Laser a Diodo,Braccia,Epilazione laser
Laser a Diodo,Ascelle,Epilazione laser
Laser a Diodo,Schiena/Petto Superiore,Epilazione laser
Laser a Diodo,Baffetto/Mento,Epilazione laser
Laser a Diodo,Viso Completo,Epilazione laser
Solarium,Solarium Viso e Corpo,Trattamenti Corpo
Solarium,Solarium Viso ,Ceretta
Trattamenti Corpo,Ultrasuoni  gambe  + Massaggio drenante,Massaggio
Trattamenti Corpo,Trattamento ultrasuoni  pancia con massaggio drenante localizzato,Ceretta
Mani e Piedi,Pedicure curativo /meccanico,Epilazione laser
Trattamenti Corpo,Bendaggio Freddo Gambe tonificante/drenante,Ceretta
Trucco,"Trucco cerimonia (riservato per giorno di chiusura settimanale, giorni festivi / domenica)",Makeup/Trucco
Trattamenti Corpo,Ultrasuoni gamba + fango localizzato + massaggio gambe,Trattamenti Corpo
Trucco,Prova Trucco sposa,Makeup/Trucco
Trattamenti Viso,Massaggio Viso,Trattamenti viso
Mani e Piedi,Acrygel  con dual form + semipermanente mani,Epilazione laser
Solarium,Solarium corpo,Trattamenti Corpo
Mani e Piedi,Ritocco singola unghia con acrygel ,Epilazione laser
Trattamenti Corpo,Elettrostimolazione addome,Epilazione laser
Trattamenti Corpo,Elettrostimolazione gambe con massaggio drenante ,Massaggio
Massaggi,Massaggio maderoterapia gambe,Massaggio
Massaggi,Massaggio maderoterapia corpo,Trattamenti Corpo
Mani e Piedi,Ricostruzione unghia alluce con acrygel ( prezzo riferito per unghia singola) ,Epilazione laser
Massaggi,Massaggio Decontratturante Schiena ,Massaggio
Mani e Piedi,Rimozione smalto semipermanente ,Manicure
Laser a Diodo,Laser gambe + inguine,Epilazione laser
Mani e Piedi,Pedicure estetico + smalto semipermanente ,Pedicure
Mani e Piedi,Pedicure curativo meccanico + semipermanente ,Epilazione laser
EPILAZIONE,Labbro,Ceretta
EPILAZIONE,Sopracciglia,Ciglia/Sopracciglia
EPILAZIONE,Viso ,Ceretta
EPILAZIONE,Ascelle,Ceretta
EPILAZIONE,Braccia,Ceretta
EPILAZIONE,Braccia top,Ceretta
EPILAZIONE,Gambe complete,Epilazione laser
EPILAZIONE,Gambe parziali,Meches
EPILAZIONE,Inguine,Ceretta
EPILAZIONE,Inguine top,Ceretta
EPILAZIONE,Gambe + Inguine,Ceretta
EPILAZIONE,Torace,Ceretta
EPILAZIONE,Addome,Epilazione laser
EPILAZIONE,Schiena,Ceretta
TRATTAMENTO MANI E PIEDI,Manicure,Epilazione laser
TRATTAMENTO MANI E PIEDI,Pedicure estetico,Pedicure
TRATTAMENTO MANI E PIEDI,Pedicure curativo,Epilazione laser
TRATTAMENTO MANI E PIEDI,Semipermanente,Manicure
TRATTAMENTO MANI E PIEDI,Ricostruzione in gel / acrilico,Manicure
TRATTAMENTO MANI E PIEDI,Refil gel,Manicure
TRATTAMENTI VISO,Pulizia viso,Trattamenti viso
TRATTAMENTI VISO,Trattamento viso occhi decoltè,Barba
TRATTAMENTI VISO,Laminazione ciglia,Ciglia/Sopracciglia
TRATTAMENTI VISO,Hennè sopracciglia,Ciglia/Sopracciglia
TRATTAMENTI VISO,Extesion ciglia,Ciglia/Sopracciglia
TRATTAMENTI CORPO,Scrub corpo,Trattamenti Corpo
TRATTAMENTI CORPO,Scrub+massaggio corpo totale,Trattamenti Corpo
TRATTAMENTI CORPO,Massaggio rilassante totale,Epilazione laser
TRATTAMENTI CORPO,Massaggio emolinfatico ,Massaggio
TRATTAMENTI CORPO,Massaggio emolinfatico top,Massaggio
TRATTAMENTI CORPO,Linfodrenaggio,Massaggio
TRATTAMENTI CORPO,Coppettazione,Massaggio
TRATTAMENTI CORPO,Coppettazione top,Massaggio
TRATTAMENTI CORPO,Trattamento corpo e viso personalizzato su preventivo,Trattamenti Corpo
TRATTAMENTI CORPO,Fango/bendaggio,Trattamenti Corpo
TRATTAMENTI CORPO,Pressoterapia,Presso terapia
TRATTAMENTI CORPO,Pressoterapia top,Presso terapia
MAKE UP,Trucco giorno /sera ,Makeup/Trucco
MAKE UP, Trucco sposa ,Makeup/Trucco
LASER,Zona piccola ,Epilazione laser
LASER,Zona media,Manicure
LASER,Zona media top,Manicure
LASER,Zona grande,Epilazione laser
TRATTAMENTO MANI E PIEDI,Refil acrilico,Epilazione laser
TRATTAMENTI CORPO,Massaggio ayurvedico,Massaggio
TRATTAMENTI CORPO,Massaggio in gravidanza,Massaggio
Maschile,Taglio,Taglio
Maschile,Shampoo,Shampoo
Maschile,Barba ,Barba
Maschile,Shampoo + Taglio + Piega,Taglio
Maschile,Piega,Piega
Maschile,Rasatura Barba,Barba
Maschile,Shampoo + Taglio + Piega + Barba,Taglio e barba
Maschile,Trattamento Specifici,Trattamento capelli
Depilazione Donna,Ceretta gambe+inguine,Ceretta
Depilazione Donna,Ceretta gambe+inguine totale,Ceretta
Depilazione Donna,Metà inferiore,Ceretta
Depilazione Donna,Metà superiore,Epilazione laser
Depilazione Donna,Inguine,Ceretta
Depilazione Donna,Inguine totale,Ceretta
Depilazione Donna,Ascelle,Ceretta
Depilazione Donna,Braccia,Ceretta
Depilazione Donna,Labbro,Ceretta
Depilazione Donna,Sopracciglia,Ciglia/Sopracciglia
Depilazione Uomo,Ceretta gambe,Ceretta
Depilazione Uomo,Spalla/petto,Ceretta
Depilazione Uomo,Braccia,Ceretta
Mani,Manicure+smalto,Manicure
Mani,Limata+smalto,Epilazione laser
Mani,Taglio unghie,Epilazione laser
Mani,Manicure + Smalto semipermanente,Manicure
Mani,Rimozione semipermanente effettuato da Klarò,Manicure
Piedi,Pedicure estetico,Pedicure
Piedi,Pedicure curativo,Epilazione laser
Piedi,Limata+smalto,Epilazione laser
Piedi,Taglio unghie,Epilazione laser
Piedi,Pedicure estetico + Smalto semipermanente,Pedicure
Piedi,Rimozione semipermanente effettuato da Klarò,Manicure
Viso,Pulizia viso,Trattamenti viso
Viso,Trucco beauty,Makeup/Trucco
Viso,Trucco sposa,Piega
nan,Massaggio relax total body,Massaggio
nan,Massaggio Californiano,Massaggio
nan,Stone Massage,Massaggio
nan,Massaggio dolce cervicale,Massaggio
nan,Massaggio relax viso,Massaggio
nan,Massaggio anticellulite,Massaggio
nan,Trattamento esfoliante corpo,Trattamenti Corpo
nan,Trattamento esfoliante corpo con massaggio 30min,Trattamenti Corpo
nan,Seduta pressoterapia,Balayage
nan,Fango gambe e addome con pressoterapia,Trattamenti Corpo
Epilazione Laser,Labbro,Ceretta
Epilazione Laser,Mento,Epilazione laser
Epilazione Laser,Viso,Epilazione laser
Epilazione Laser,Ascelle,Epilazione laser
Epilazione Laser,Braccia,Epilazione laser
Epilazione Laser,Spalla/petto,Epilazione laser
Epilazione Laser,Gambe complete,Epilazione laser
Epilazione Laser,Mezze gambe ,Epilazione laser
Epilazione Laser,Inguine,Epilazione laser
Depilazione Uomo,Sopracciglia,Ciglia/Sopracciglia
Mani,Rimozione semipermanente effettuato da altro operatore,Manicure
Piedi,Rimozione semipermanente effettuato da altro operatore,Manicure
nan,Ceretta Completa,Ceretta
nan,Baffo e Sopracciglia,Ciglia/Sopracciglia
nan,Massaggio relax,Massaggio
nan,Hot Stone Massage,Massaggio
nan,Massaggio amazzonico,Massaggio
nan,Pressoterapia parziale,Ceretta
nan,Pressoterapia Totale,Ceretta
nan,Scrub corpo,Trattamenti Corpo
nan,Pulizia Viso,Trattamenti viso
nan,Radiofrequenza a zona,Trattamenti Corpo
nan,Pedicure ,Pedicure
nan,Semipermanente,Manicure
nan,"Colata (gel, acrilico, acrygel)",Manicure
nan,Ricostruzione ,Trattamento capelli
nan,Trattamenti viso e corpo personalizzati,Trattamenti Corpo
nan,Laminazione ciglia,Ciglia/Sopracciglia
nan,Trucco,Makeup/Trucco
nan,Trucco sposa,Piega
nan,Pacchetto sposa,Piega
nan,Laser Mento,Epilazione laser
nan,Laser Viso,Epilazione laser
nan,Laser Ascelle,Epilazione laser
nan,Laser schiena/petto (p.superiore),Epilazione laser
nan, Laser Coscia,Ceretta
nan,Laser gambaletto,Epilazione laser
nan,Laser inguine/glutei,Epilazione laser
nan,Laser gamba completa ,Epilazione laser
nan,Laser addome/lombare,Epilazione laser
nan,Laser braccia (entrambe),Epilazione laser
nan,Laser labbro,Ceretta
nan,Massaggio Parziale,Ceretta
nan,Cera gambe,Ceretta
Servizi,ANALISI PERSONALIZZATA BIOMORFOLOGICA                                             ,Balayage
Cure Estetiche del viso,Trattamento di pulizia viso                                                                                   ,Trattamenti viso
Cure Estetiche del viso,Trattamento rigenerante OXEA                                                                           ,Barba
Servizi,Trattamento viso Ossigenoterapia                                                                     ,Barba
Cure Estetiche del viso,Trattamento viso con Radiofrequenza     ,Barba
Cure Estetiche del viso,Trattamento specifico viso                                                                                     ,Barba
Cure Estetiche del viso,Trattamento con maschera ORO 24KT                                                                ,Trattamenti viso
CURE ESTETICHE DEL CORPO,Trattamento rigenerante OXEA                                                                            ,Trattamenti Corpo
CURE ESTETICHE DEL CORPO,Trattamento con Thermarome terapia                                                              ,Trattamenti Corpo
CURE ESTETICHE DEL CORPO,Trattamento con fangoaroma terapia                                                                ,Trattamenti Corpo
CURE ESTETICHE DEL CORPO,Trattamento con bendaggi                                                                                     ,Trattamenti Corpo
CURE ESTETICHE DEL CORPO,Massaggio Total body specifico                                                                            ,Consulenza
CURE ESTETICHE DEL CORPO,Massaggio specifico body ,Massaggio
CURE ESTETICHE DEL CORPO,Linfodrenaggio manuale                                                                                         ,Trattamenti Corpo
CURE ESTETICHE DEL CORPO,Stone massage                                                                                                            ,Massaggio
CURE ESTETICHE DEL CORPO,Candle massage                                                                                                          ,Massaggio
CURE ESTETICHE DEL CORPO,Trattamento rimodellante con Radiofrequenza                                           ,Trattamenti Corpo
CURE ESTETICHE DEL CORPO,Riduzione modellamento corporea                                                                 ,Trattamenti Corpo
CURA MANI E PIEDI                                 ,Riflessologia plantare                                                                                          ,Epilazione laser
CURA MANI E PIEDI                                 ,Manicure  ,Epilazione laser
CURA MANI E PIEDI                                 ,Manicure con applicazione semipermanente                                               ,Manicure
CURA MANI E PIEDI                                 ,Pedicure      ,Epilazione laser
CURA MANI E PIEDI                                 ,Pedicure con applicazione semipermanente,Pedicure
CURA MANI E PIEDI                                 ,Applicazione smalto                                                                                             ,Manicure
CURA MANI E PIEDI                                 ,Trattamento benessere piedi                                                                               ,Epilazione laser
CURA MANI E PIEDI                                 ,Ricostruzione unghia mani /piedi                                                                  ,Epilazione laser
CURA MANI E PIEDI                                 ,Rimozione semipermanente                                                                              ,Manicure
EPILAZIONE,Cera gambe completa                                                                                            ,Ceretta
EPILAZIONE,Cera gambe parziale                                                                                               ,Ceretta
EPILAZIONE,Cera labbro e sopracciglia                                                                                    ,Ceretta
EPILAZIONE,Cera braccia                                                                                                                ,Ceretta
EPILAZIONE,Cera ascelle                                                                                                                ,Ceretta
EPILAZIONE,Cera inguine                                                                                                               ,Ceretta
EPILAZIONE,Cera schiena                                                                                                                ,Ceretta
EPILAZIONE,Cera viso                                                                                                                        ,Ceretta
EPILAZIONE,Elettrocoagulazione con ago                                                                                   ,Ceretta
MAKE-UP,Make-up giorno                                                                                                              ,Makeup/Trucco
MAKE-UP,Make-up sera                                                                                                                   ,Makeup/Trucco
MAKE-UP,Applicazione ciglia    ,Makeup/Trucco
MAKE-UP,Trattamento curativo ciglia &#34;Lash filler&#34;                                                         ,Makeup/Trucco
MAKE-UP,Make-up Sposa                                                                                                                              ,Makeup/Trucco
MAKE-UP,Consulenza  trucco personalizzata ,Makeup/Trucco
MAKE-UP,Lezione individuale di self make-up                                                                     ,Makeup/Trucco
nan,Pedicure,Pedicure
nan,Semipermanente Mani,Manicure
nan,Pedicure + Semipermanente,Pedicure
nan,Ceretta Totale,Ceretta
nan,Ceretta Gambe + Inguine,Ceretta
nan,Ceretta Gambe + Inguine + Braccia,Ceretta
nan,Ceretta Gambe +  Inguine + Ascelle,Ceretta
nan,Baffetto e / o Sopracciglia,Ceretta
nan,Massaggio Parziale ,Ceretta
nan,Massaggio Totale,Ceretta
nan,Luce Pulsata Gambe + Inguine,Ceretta
nan,Luce Ascelle ,Ceretta
nan,Luce Inguine Parziale,Ceretta
nan,Luce Inguine Totale ,Ceretta
nan,Luce Viso ,Colore
nan,Luce Braccia ,Ceretta
nan,Luce Metà Gamba,Ceretta
nan,Pulizia viso,Trattamenti viso
nan,Trattamento viso Oxy,Barba
nan,Trattamento Antirughe,Trattamento capelli
Manicure,Manicure,Manicure
Manicure,Manicure con smalto,Manicure
Manicure,Manicure con smalto semipermanente,Manicure
Manicure,Rimozione smalto semipermanente ,Manicure
Manicure,Rimozione smalto semipermanente + manicure ,Manicure
Manicure,Applicazione control gel  da,Manicure
Manicure,Rimozione control gel ,Manicure
Manicure,Rimozione control gel + manicure,Manicure
Manicure,Refil gel da ,Manicure
Manicure,Ricostruzione unghie da,Manicure
Manicure,Refil ricostruzioni unghie ,Manicure
Manicure,Rimozione ricostruzione + manicure ,Manicure
Pedicure,Pedicure Estetico,Pedicure
Pedicure,Pedicure Estetico con semipermanente ,Pedicure
Pedicure,Pedicure Estetico con smalto  ,Pedicure
Epilazione Donna,Epilazione Labbro,Ceretta
Epilazione Donna,Epilazione Mento,Ceretta
Epilazione Donna,Epilazione Sopracciglia,Ceretta
Epilazione Donna,Forma sopracciglia ,Ciglia/Sopracciglia
Epilazione Donna,Epilazione Ascelle ,Ceretta
Epilazione Donna,Epilazione Avanbraccio ,Ceretta
Epilazione Donna,Epilazione Braccia fino all’omero ,Ceretta
Epilazione Donna,Epilazione Zona lombare ,Ceretta
Epilazione Donna,Epilazione inguine ,Ceretta
